Symbol,Name,LastSale,NetChange,Change,MarketCap,Volume,Sector,Industry,
AMTB,Amerant Bancorp Inc. Class A Common Stock,$31.73,0.52,1.666%,1098940818,128942,Finance,Major Banks,
AMTI,Applied Molecular Transport Inc. Common Stock,$6.13,0.37,6.424%,236945293,805517,Consumer Durables,Specialty Chemicals,
AMTX,Aemetis Inc. (DE) Common Stock,$10.78,-0.81,-6.989%,364648506,1120872,Energy,Oilfield Services/Equipment,
AMWD,American Woodmark Corporation Common Stock,$58.04,1.79,3.182%,961758727,77896,Consumer Durables,Building Products,
AMZN,Amazon.com Inc. Common Stock,$2947.33,110.27,3.887%,1499732394925,3775560,Consumer Services,Catalog/Specialty Distribution,
ANAB,AnaptysBio Inc. Common Stock,$26.53,-1.91,-6.716%,734149515,376235,Health Care,Biotechnology: Pharmaceutical Preparations,
ANAT,American National Group Inc. Common Stock,$188.81,-0.11,-0.058%,5076572232,51179,Finance,Life Insurance,
ANDE,Andersons Inc. (The) Common Stock,$42.79,-0.94,-2.15%,1454336208,225921,Consumer Non-Durables,Farming/Seeds/Milling,
ANEB,Anebulo Pharmaceuticals Inc. Common Stock,$6.77,-0.9308,-12.087%,158042719,2810,Health Care,Biotechnology: Pharmaceutical Preparations,
ANGI,Angi Inc. Class A Common Stock,$5.70,0.11,1.968%,2859271392,1006608,Technology,EDP Services,
ANGN,Angion Biomedica Corp. Common Stock,$1.76,0.04,2.326%,52723410,57844,Health Care,Biotechnology: Pharmaceutical Preparations,
ANGO,AngioDynamics Inc. Common Stock,$22.66,-0.17,-0.745%,877321328,152612,Health Care,Medical/Dental Instruments,
ANIK,Anika Therapeutics Inc. Common Stock,$25.36,-0.09,-0.354%,366116563,72161,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,
ANIP,ANI Pharmaceuticals Inc.,$29.01,-6.65,-18.648%,485987588,1093115,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),
ANIX,Anixa Biosciences Inc. Common Stock,$2.50,-0.02,-0.794%,75330798,107327,Health Care,Biotechnology: Pharmaceutical Preparations,
ANNX,Annexon Inc. Common Stock,$3.60,-0.09,-2.439%,138828834,376428,Health Care,Biotechnology: Pharmaceutical Preparations,
ANSS,ANSYS Inc. Common Stock,$298.09,8.15,2.811%,26002388017,599405,Technology,Computer Software: Prepackaged Software,
ANZU,Anzu Special Acquisition Corp I Class A Common Stock,$9.75,-0.01,-0.102%,517968750,321,,,
ANZUU,Anzu Special Acquisition Corp I Units,$9.85,0.0065,0.066%,0,202,,,
ANZUW,Anzu Special Acquisition Corp I Warrant,$0.235,0.005,2.174%,0,1901,,,
AOGO,Arogo Capital Acquisition Corp. Class A Common Stock,$9.89,-0.03,-0.302%,132784624,14477,,,
AOGOU,Arogo Capital Acquisition Corp. Unit,$10.07,0,0.00%,0,5034,,,
AOUT,American Outdoor Brands Inc. Common Stock ,$13.72,0.31,2.312%,183191484,320666,,,
APA,APA Corporation Common Stock,$36.70,-0.88,-2.342%,12726693109,11129043,Energy,Oil & Gas Production,
APAC,StoneBridge Acquisition Corporation Class A Ordinary Shares,$9.93,0,0.00%,248250000,9,,,
APACW,StoneBridge Acquisition Corporation Warrant,$0.2977,0.0177,6.321%,0,200,,,
APCX,AppTech Payments Corp. Common Stock,$1.26,-0.06,-4.545%,19593236,90076,Technology,EDP Services,
APCXW,AppTech Payments Corp. Warrant,$0.18,-0.02,-10.00%,0,37291,Technology,EDP Services,
APDN,Applied DNA Sciences Inc. Common Stock,$2.08,0.03,1.463%,17127386,51157,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,
APEI,American Public Education Inc. Common Stock,$22.22,-0.37,-1.638%,418984986,80862,Miscellaneous,Other Consumer Services,
APEN,Apollo Endosurgery Inc. Common Stock,$5.79,-0.11,-1.864%,229419098,57226,Health Care,Industrial Specialties,
APLS,Apellis Pharmaceuticals Inc. Common Stock,$40.05,0.61,1.547%,3914140688,1087192,Health Care,Biotechnology: Pharmaceutical Preparations,
APLT,Applied Therapeutics Inc. Common Stock,$1.52,0.04,2.703%,39847581,260413,Health Care,Biotechnology: Pharmaceutical Preparations,
APMI,AxonPrime Infrastructure Acquisition Corporation Class A Common Stock,$9.61,-0.01,-0.104%,180187500,249,,,
APOG,Apogee Enterprises Inc. Common Stock,$46.80,0.3,0.645%,1163704464,153664,,,
APP,Applovin Corporation Class A Common Stock,$45.96,1.91,4.336%,17239106986,2108573,Technology,EDP Services,
APPF,AppFolio Inc. Class A Common Stock,$109.45,-0.99,-0.896%,3813235264,135022,Technology,EDP Services,
APPH,AppHarvest Inc. Common Stock,$5.22,0.52,11.064%,529164179,1708427,,Farming/Seeds/Milling,
APPHW,AppHarvest Inc. Warrants,$0.92,0.1201,15.014%,0,55608,,Farming/Seeds/Milling,
APPN,Appian Corporation Class A Common Stock,$48.76,1.07,2.244%,3522100633,488744,Technology,EDP Services,
APPS,Digital Turbine Inc. Common Stock,$32.58,1.07,3.396%,3158994528,3479289,Technology,Computer Software: Prepackaged Software,
APR,Apria Inc. Common Stock,$37.39,-0.07,-0.187%,1332760082,122521,Health Care,Medical/Dental Instruments,
APRE,Aprea Therapeutics Inc. Common stock,$1.74,0.09,5.455%,37349344,184945,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),
APTM,Alpha Partners Technology Merger Corp. Class A Ordinary Shares,$9.65,0,0.00%,349112875,50100,,,
APTMU,Alpha Partners Technology Merger Corp. Unit,$9.80,0,0.00%,0,10,,,
APTMW,Alpha Partners Technology Merger Corp. Warrant,$0.47,-0.005,-1.053%,0,31067,,,
APTX,Aptinyx Inc. Common Stock,$2.86,0.05,1.779%,193666953,120227,Health Care,Biotechnology: Pharmaceutical Preparations,
APVO,Aptevo Therapeutics Inc. Common Stock,$4.48,0,0.00%,22432440,46885,Health Care,Biotechnology: Pharmaceutical Preparations,
APYX,Apyx Medical Corporation Common Stock,$5.87,-0.01,-0.17%,201597813,319878,Health Care,Medical/Dental Instruments,
AQB,AquaBounty Technologies Inc. Common Stock,$1.57,0.09,6.081%,111510409,1813932,,,
AQMS,Aqua Metals Inc. Common Stock,$1.16,0.02,1.754%,82724031,1093687,Public Utilities,Environmental Services,
AQST,Aquestive Therapeutics Inc. Common Stock,$2.52,0.17,7.234%,103896415,241236,Health Care,Biotechnology: Pharmaceutical Preparations,
ARAV,Aravive Inc. Common Stock,$1.95,-0.06,-2.985%,41101143,42120,Health Care,Biotechnology: Pharmaceutical Preparations,
ARAY,Accuray Incorporated Common Stock,$3.34,0.08,2.454%,303669380,422949,Health Care,Medical/Dental Instruments,
ARBG,Aequi Acquisition Corp. Class A Common Stock,$9.82,0.01,0.102%,282325000,41543,,,
ARBGW,Aequi Acquisition Corp. warrants,$0.1925,0.0024,1.262%,0,1133,,,
ARCB,ArcBest Corporation Common Stock,$84.00,2.07,2.527%,2066211672,280233,Transportation,Trucking Freight/Courier Services,
ARCC,Ares Capital Corporation Common Stock,$19.70,-0.03,-0.152%,9433995376,4490671,Finance,Finance/Investors Services,
ARCK,Arbor Rapha Capital Bioholdings Corp. I Class A Common Stock,$10.00,-0.03,-0.299%,215625000,753480,,,
ARDS,Aridis Pharmaceuticals Inc. Common Stock,$1.52,0.04,2.703%,21362135,131331,Health Care,Biotechnology: Pharmaceutical Preparations,
ARDX,Ardelyx Inc. Common Stock,$0.9194,0.0127,1.401%,119792537,2195594,Health Care,Biotechnology: Pharmaceutical Preparations,
AREB,American Rebel Holdings Inc. Common Stock,$1.44,-0.01,-0.69%,6573956,188888,Consumer Durables,Apparel,
AREBW,American Rebel Holdings Inc. Warrants,$0.3213,-0.0187,-5.50%,0,6563,Consumer Durables,Apparel,
AREC,American Resources Corporation Class A Common Stock,$1.99,-0.02,-0.995%,122845468,905559,,,
ARGU,Argus Capital Corp. Class A Common Stock,$9.93,-0.01,-0.101%,378270938,76328,,,
ARGUW,Argus Capital Corp. Warrant,$0.4894,0.0013,0.266%,0,17300,,,
ARHS,Arhaus Inc. Class A Common Stock,$6.57,0.27,4.286%,899737795,167090,Consumer Durables,Wholesale Distributors,
ARIZ,Arisz Acquisition Corp. Common Stock,$9.80,0.02,0.204%,87233612,100,,,
ARIZR,Arisz Acquisition Corp. Right,$0.16,0,0.00%,0,87,,,
ARIZW,Arisz Acquisition Corp. Warrant,$0.3119,0.002,0.645%,0,3590,,,
ARKO,ARKO Corp. Common Stock,$8.29,0.06,0.729%,1033003089,487158,Consumer Services,Food Chains,
ARKOW,ARKO Corp. Warrant,$1.60,0.03,1.911%,0,8100,Consumer Services,Food Chains,
ARKR,Ark Restaurants Corp. Common Stock,$17.75,0.35,2.011%,63040297,9223,Consumer Services,Restaurants,
ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,$14.18,0.07,0.496%,1803628205,606908,Energy,Coal Mining,
AROW,Arrow Financial Corporation Common Stock,$34.14,-0.16,-0.466%,547630522,20212,Finance,Major Banks,
ARQT,Arcutis Biotherapeutics Inc. Common Stock,$15.98,0.24,1.525%,805076459,109706,Health Care,Biotechnology: Pharmaceutical Preparations,
ARRW,Arrowroot Acquisition Corp. Class A common stock,$9.76,0.01,0.103%,350750000,13007,,,
ARRWU,Arrowroot Acquisition Corp. Unit,$9.82,0,0.00%,0,13820,,,
ARRWW,Arrowroot Acquisition Corp. Warrant,$0.2004,0.0293,17.124%,0,600,,,
ARRY,Array Technologies Inc. Common Stock,$10.79,0.59,5.784%,1606865575,2660058,Technology,Semiconductors,
ARTE,Artemis Strategic Investment Corporation Class A Common Stock,$9.87,0,0.00%,248292188,27,,,
ARTEU,Artemis Strategic Investment Corporation Unit,$10.01,0,0.00%,0,5,,,
ARTEW,Artemis Strategic Investment Corporation Warrant,$0.35,0.01,2.941%,0,3000,,,
ARTL,Artelo Biosciences Inc. Common Stock,$0.40,0.0115,2.96%,16920405,284612,Health Care,Biotechnology: Pharmaceutical Preparations,
ARTLW,Artelo Biosciences Inc. Warrant,$0.1308,0,0.00%,0,25,Health Care,Biotechnology: Pharmaceutical Preparations,
ARTNA,Artesian Resources Corporation Class A Common Stock,$47.10,-0.44,-0.926%,443036212,18992,Public Utilities,Water Supply,
ARTW,Art's-Way Manufacturing Co. Inc. Common Stock,$5.60,-0.75,-11.811%,25921314,289878,Capital Goods,Industrial Machinery/Components,
ARVN,Arvinas Inc. Common Stock,$60.27,-3.65,-5.71%,3197117136,943967,Health Care,Biotechnology: Pharmaceutical Preparations,
ARWR,Arrowhead Pharmaceuticals Inc. Common Stock,$40.72,1.1,2.776%,4294319636,663131,Health Care,Biotechnology: Pharmaceutical Preparations,
ARYD,ARYA Sciences Acquisition Corp IV Class A Odinary Shares,$9.76,-0.025,-0.255%,187260240,99937,Finance,Business Services,
ARYE,ARYA Sciences Acquisition Corp V Class A Ordinary Shares,$9.66,-0.02,-0.207%,185341590,808,,,
ASAX,Astrea Acquisition Corp. Class A Common Stock,$9.79,0.04,0.41%,215747125,30329,,,
ASAXW,Astrea Acquisition Corp. Warrant,$0.15,-0.04,-21.053%,0,15497,,,
ASLE,AerSale Corporation Common Stock,$15.22,0.87,6.063%,786464567,268155,Transportation,Aerospace,
ASMB,Assembly Biosciences Inc. Common Stock,$1.48,0.02,1.37%,70835282,299266,Health Care,Biotechnology: Pharmaceutical Preparations,
ASO,Academy Sports and Outdoors Inc. Common Stock,$35.80,1.38,4.009%,3169552785,23329181,Consumer Non-Durables,Recreational Products/Toys,
ASPA,ABRI SPAC I INC. Common Stock,$9.885,0,0.00%,73761850,201,,,
ASPAU,Abri SPAC I Inc. Unit,$10.41,0,0.00%,0,8,,,
ASPAW,ABRI SPAC I INC. Warrant,$0.33,-0.01,-2.941%,0,800,,,
ASPC,Alpha Capital Acquisition Company One Class A Ordinary Share,$9.88,-0.02,-0.202%,284050000,38133,Finance,Business Services,
ASPCU,Alpha Capital Acquisition Company Unit,$10.205,0.0501,0.493%,0,134,Finance,Business Services,
ASPCW,Alpha Capital Acquisition Company Warrant,$0.55,0.0301,5.79%,0,26677,Finance,Business Services,
ASPU,Aspen Group Inc. Common Stock,$0.9176,-0.0824,-8.24%,22971543,425028,Miscellaneous,Other Consumer Services,
ASRT,Assertio Holdings Inc. Common Stock,$2.35,0.18,8.295%,106529737,685095,Health Care,Biotechnology: Pharmaceutical Preparations,
ASRV,AmeriServ Financial Inc. Common Stock,$3.99,-0.01,-0.25%,68155185,7192,Finance,Major Banks,
ASTC,Astrotech Corporation (DE) Common Stock,$0.6911,0.0009,0.13%,34257214,127506,Capital Goods,Aerospace,
ASTE,Astec Industries Inc. Common Stock,$42.17,-0.57,-1.334%,960108343,175265,Capital Goods,Construction/Ag Equipment/Trucks,
ASTR,Astra Space Inc. Class A Common Stock ,$3.49,-0.02,-0.57%,901520264,28451991,,,
ASTS,AST SpaceMobile Inc. Class A Common Stock,$8.33,-0.39,-4.472%,430910100,1903490,Consumer Services,Telecommunications Equipment,
ASTSW,AST SpaceMobile Inc. Warrant,$2.66,-0.15,-5.338%,0,81128,Consumer Services,Telecommunications Equipment,
ASUR,Asure Software Inc Common Stock,$6.62,-0.12,-1.78%,132191549,25131,Technology,EDP Services,
ASYS,Amtech Systems Inc. Common Stock,$10.10,-0.13,-1.271%,141704939,18931,Technology,Semiconductors,
ATAKU,Aurora Technology Acquisition Corp. Unit,$10.07,0,0.00%,0,19,,,
ATAX,America First Multifamily Investors L.P. Beneficial Unit Certificates (BUCs) representing Limited Partnership Interests,$6.03,-0.005,-0.083%,399683318,192853,Finance,Finance: Consumer Services,
ATCX,Atlas Technical Consultants Inc. Class A Common Stock,$11.70,0.28,2.452%,393309680,316767,Consumer Services,Military/Government/Technical,
ATEC,Alphatec Holdings Inc. Common Stock,$10.13,0.42,4.325%,1010838380,564594,Health Care,Medical/Dental Instruments,
ATER,Aterian Inc. Common Stock,$2.25,0.11,5.14%,138434758,1665195,,,
ATEX,Anterix Inc. Common Stock,$55.96,0.43,0.774%,1028261530,79261,Consumer Services,Telecommunications Equipment,
ATHA,Athira Pharma Inc. Common Stock,$9.66,0.13,1.364%,360811665,178457,Consumer Durables,Specialty Chemicals,
ATHX,Athersys Inc. Common Stock,$0.6894,-0.0007,-0.101%,162171179,1598293,Health Care,Biotechnology: Pharmaceutical Preparations,
ATLC,Atlanticus Holdings Corporation Common Stock,$48.31,2.73,5.989%,708147304,80296,Finance,Finance: Consumer Services,
ATLCL,Atlanticus Holdings Corporation 6.125% Senior Notes due 2026,$24.00,-0.102,-0.423%,0,10593,,,
ATLCP,Atlanticus Holdings Corporation 7.625% Series B Cumulative Perpetual Preferred Stock no par value per share,$23.75,-0.15,-0.628%,0,14378,Finance,Finance: Consumer Services,
ATLO,Ames National Corporation Common Stock,$24.20,-0.11,-0.452%,220030441,6727,Finance,Major Banks,
ATNF,180 Life Sciences Corp. Common Stock,$2.58,-0.09,-3.371%,62952000,164349,Health Care,Biotechnology: Pharmaceutical Preparations,
ATNFW,180 Life Sciences Corp. Warrant,$0.57,-0.0101,-1.741%,0,60803,Health Care,Biotechnology: Pharmaceutical Preparations,
ATNI,ATN International Inc. Common Stock,$36.68,0.71,1.974%,580416434,36011,Public Utilities,Telecommunications Equipment,
ATNX,Athenex Inc. Common Stock,$0.855,0.012,1.423%,93467778,386746,Health Care,Biotechnology: Pharmaceutical Preparations,
ATOM,Atomera Incorporated Common Stock,$11.27,0.44,4.063%,261809313,272252,Technology,Semiconductors,
ATOS,Atossa Therapeutics Inc. Common Stock,$1.18,0.07,6.306%,149416450,1689945,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,
ATRA,Atara Biotherapeutics Inc. Common Stock,$8.51,0.07,0.829%,792261248,941671,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),
ATRC,AtriCure Inc. Common Stock,$59.03,1.6,2.786%,2716958108,235920,Health Care,Medical/Dental Instruments,
ATRI,Atrion Corporation Common Stock,$738.00,-25,-3.277%,1324786752,5274,Health Care,Medical/Dental Instruments,
ATRO,Astronics Corporation Common Stock,$12.99,0.04,0.309%,409468260,428181,Capital Goods,Military/Government/Technical,
ATRS,Antares Pharma Inc. Common Stock,$3.81,0,0.00%,648105178,517988,Health Care,Medical/Dental Instruments,
ATSG,Air Transport Services Group Inc,$31.50,0.3,0.962%,2337993347,440886,Transportation,Air Freight/Delivery Services,
ATSPT,Archimedes Tech SPAC Partners Co. Subunit,$9.91,0,0.00%,0,265,,,
ATSPU,Archimedes Tech SPAC Partners Co. Unit,$10.02,0,0.00%,0,110,,,
ATSPW,Archimedes Tech SPAC Partners Co. Warrant,$0.61,0.01,1.667%,0,106485,,,
ATVC,Tribe Capital Growth Corp I Class A common stock,$9.74,-0.01,-0.103%,336030000,9621,,,
ATVCU,Tribe Capital Growth Corp I Units,$9.80,-0.03,-0.305%,0,8200,,,
ATVCW,Tribe Capital Growth Corp I Warrant,$0.35,-0.0167,-4.554%,0,1620,,,
ATVI,Activision Blizzard Inc. Common Stock,$79.51,-0.04,-0.05%,61956965945,7351725,Technology,Computer Software: Prepackaged Software,
ATXI,Avenue Therapeutics Inc. Common Stock,$0.693,0.0013,0.188%,14485500,514003,Consumer Durables,Specialty Chemicals,
ATXS,Astria Therapeutics Inc. Common Stock,$6.61,0.21,3.281%,86042073,8496,Health Care,Biotechnology: Pharmaceutical Preparations,
AUB,Atlantic Union Bankshares Corporation Common Stock,$39.33,-0.24,-0.607%,2972714708,155310,Finance,Major Banks,
AUBAP,Atlantic Union Bankshares Corporation Depositary Shares each representing a 1/400th ownership interest in a share of 6.875% Perpetual Non-Cumulative Preferred Stock Series A,$26.24,-0.01,-0.038%,0,6496,Finance,Major Banks,
AUBN,Auburn National Bancorporation Inc. Common Stock,$33.22,0.84,2.594%,116833777,3109,Finance,Major Banks,
AUGX,Augmedix Inc. Common Stock,$2.23,-0.06,-2.62%,82863241,9827,Technology,Computer Software: Prepackaged Software,
AUID,Ipsidy Inc. Common Stock,$3.09,-0.03,-0.962%,71707019,149873,Technology,Computer Software: Prepackaged Software,
AUR,Aurora Innovation Inc. Class A Common Stock,$3.98,0.23,6.133%,4468862660,2576084,Technology,EDP Services,
AURA,Aura Biosciences Inc. Common Stock,$21.53,1.7,8.573%,628903120,21711,Health Care,Biotechnology: Pharmaceutical Preparations,
AUROW,Aurora Innovation Inc. Warrant,$0.7643,-0.0257,-3.253%,0,46096,Technology,EDP Services,
AUTO,AutoWeb Inc. Common Stock,$2.08,0.13,6.667%,28009012,20736,Miscellaneous,Business Services,
AUUD,Auddia Inc. Common Stock,$1.57,-0.07,-4.268%,19493936,17487,Technology,Computer Software: Prepackaged Software,
AUUDW,Auddia Inc. Warrants,$0.52,0,0.00%,0,1001,Technology,Computer Software: Prepackaged Software,
AUVI,Applied UV Inc. Common Stock,$1.55,0.02,1.307%,20422295,274403,,,
AUVIP,Applied UV Inc. 10.5% Series A Cumulative Perpetual Preferred Stock $0.0001 par value per share,$24.5921,0,0.00%,0,542,,,
AVAC,Avalon Acquisition Inc. Class A Common Stock,$9.93,-0.01,-0.101%,258480383,92703,,,
AVACU,Avalon Acquisition Inc. Units,$10.105,0.045,0.447%,0,940,,,
AVACW,Avalon Acquisition Inc. Warrant,$0.2499,0,0.00%,0,800,,,
AVAH,Aveanna Healthcare Holdings Inc. Common Stock,$4.98,0.04,0.81%,917137636,122559,Health Care,Hospital/Nursing Management,
AVAV,AeroVironment Inc. Common Stock,$74.22,0.61,0.829%,1849141795,237508,Capital Goods,Aerospace,
AVCO,Avalon GloboCare Corp. Common Stock,$0.622,0.0091,1.485%,54985377,92728,Health Care,Hospital/Nursing Management,
AVCT,American Virtual Cloud Technologies Inc. Common Stock ,$0.7165,-0.0048,-0.665%,14069072,1196430,Technology,EDP Services,
AVCTW,American Virtual Cloud Technologies Inc. Warrant expiring 4/7/2025,$0.10,-0.001,-0.99%,0,264860,Technology,EDP Services,
AVDX,AvidXchange Holdings Inc. Common Stock,$7.06,0.44,6.647%,1389442199,882452,Technology,EDP Services,
AVEO,AVEO Pharmaceuticals Inc. Common Stock,$4.98,0.39,8.497%,171182495,2201847,Health Care,Biotechnology: Pharmaceutical Preparations,
AVGO,Broadcom Inc. Common Stock,$592.76,24.96,4.396%,242012746329,2823807,Technology,Semiconductors,
AVGOP,Broadcom Inc. 8.00% Mandatory Convertible Preferred Stock Series A,$1805.56,42.14,2.39%,0,15599,Technology,Semiconductors,
AVGR,Avinger Inc. Common Stock,$3.03,-0.57,-15.833%,14478134,1287701,Health Care,Medical/Dental Instruments,
AVHI,Achari Ventures Holdings Corp. I Common Stock,$9.93,0,0.00%,124125000,100000,,,
AVHIU,Achari Ventures Holdings Corp. I Unit,$10.085,-0.005,-0.05%,0,100,,,
AVHIW,Achari Ventures Holdings Corp. I Warrant,$0.2097,-0.0001,-0.048%,0,10355,,,
AVID,Avid Technology Inc. Common Stock,$29.60,1.65,5.903%,1322527704,282516,Technology,Computer Software: Prepackaged Software,
AVIR,Atea Pharmaceuticals Inc. Common Stock,$5.69,0.19,3.455%,473553613,761684,Consumer Durables,Specialty Chemicals,
AVNW,Aviat Networks Inc. Common Stock,$26.97,-0.06,-0.222%,302098953,94795,Capital Goods,Telecommunications Equipment,
AVO,Mission Produce Inc. Common Stock,$11.58,-0.14,-1.195%,817913060,252827,,,
AVPT,AvePoint Inc. Class A Common Stock,$5.01,-0.02,-0.398%,908914946,1017013,Technology,EDP Services,
AVPTW,AvePoint Inc. Warrant,$0.7801,-0.0362,-4.435%,0,38395,Technology,EDP Services,
