Symbol,Name,LastSale,NetChange,Change,MarketCap,Volume,Sector,Industry,
BDJ,Blackrock Enhanced Equity Dividend Trust,$9.33,0.17,1.856%,1735412039,577155,Finance,Finance Companies,
BDN,Brandywine Realty Trust Common Stock,$13.22,-0.06,-0.452%,2265695317,1219754,Consumer Services,Real Estate Investment Trusts,
BDX,Becton Dickinson and Company Common Stock,$258.69,1.89,0.736%,73667429909,1160509,Health Care,Medical/Dental Instruments,
BDXB,Becton Dickinson and Company Depositary Shares each Representing a 1/20th Interest in a Share of 6.00% Mandatory Convertible Preferred Stock Series B,$52.35,0.41,0.789%,0,609619,Health Care,Medical/Dental Instruments,
BEN,Franklin Resources Inc. Common Stock,$26.97,0.14,0.522%,13542294690,4022137,Finance,Investment Managers,
BERY,Berry Global Group Inc. Common Stock,$58.40,0.13,0.223%,7901520000,1228662,Consumer Non-Durables,Plastic Products,
BF/A,Brown Forman Corporation,$59.57,1.28,2.196%,,29877,,,
BF/B,Brown Forman Corporation,$63.56,1.2,1.924%,,1409829,,,
BFAM,Bright Horizons Family Solutions Inc. Common Stock,$132.93,5.96,4.694%,7880263475,395326,Miscellaneous,Other Consumer Services,
BFK,BlackRock Municipal Income Trust,$12.74,-0.12,-0.933%,573164166,92352,Finance,Finance Companies,
BFS,Saul Centers Inc. Common Stock,$48.16,1.68,3.614%,1146208000,60620,Consumer Services,Real Estate Investment Trusts,
BFS^D,Saul Centers Inc. Depositary Shares each representing 1/100th of a share of 6.125% Series D Cumulative Redeemable Preferred Stock,$25.40,0.41,1.641%,,6460,,,
BFS^E,Saul Centers Inc. Depositary shares each representing a 1/100th fractional interest in a share of 6.000% Series E Cumulative Redeemable Preferred Stock,$25.19,0.44,1.778%,,1028,,,
BFZ,BlackRock California Municipal Income Trust,$12.44,0,0.00%,389890537,51007,Finance,Finance Companies,
BG,Bunge Limited Bunge Limited,$108.06,-0.09,-0.083%,15269114003,1474842,Basic Industries,Agricultural Chemicals,
BGH,Barings Global Short Duration High Yield Fund Common Shares of Beneficial Interests,$15.04,0.11,0.737%,301767268,44036,Finance,Investment Managers,
BGR,BlackRock Energy and Resources Trust,$10.45,-0.22,-2.062%,304183522,305545,Finance,Trusts Except Educational Religious and Charitable,
BGS,B&G Foods Inc. B&G Foods Inc. Common Stock,$26.07,0.33,1.282%,1786359442,1039939,Consumer Non-Durables,Packaged Foods,
BGSF,BGSF Inc. Common Stock,$13.65,-0.08,-0.583%,142304117,21292,Technology,Diversified Commercial Services,
BGT,BlackRock Floating Rate Income Trust,$11.88,0.06,0.508%,265735083,85774,Finance,Trusts Except Educational Religious and Charitable,
BGY,Blackrock Enhanced International Dividend Trust,$5.46,0.15,2.825%,569139322,316429,Finance,Trusts Except Educational Religious and Charitable,
BH,Biglari Holdings Inc. Class B Common Stock,$156.15,0.9,0.58%,484527204,3452,Consumer Services,Restaurants,
BHE,Benchmark Electronics Inc. Common Stock,$25.69,0.13,0.509%,904244764,132379,Technology,Electrical Products,
BHK,Blackrock Core Bond Trust Blackrock Core Bond Trust,$12.78,-0.04,-0.312%,690256772,234501,Finance,Finance Companies,
BHLB,Berkshire Hills Bancorp Inc. Common Stock,$30.05,0.2,0.67%,1453785675,256065,Finance,Savings Institutions,
BHR,Braemar Hotels & Resorts Inc. Common Stock,$5.89,0.13,2.257%,384904715,365437,Consumer Services,Real Estate Investment Trusts,
BHR^B,Braemar Hotels & Resorts Inc. 5.50% Series B Cumulative Convertible Preferred Stock par value $0.01 per share,$17.97,0.21,1.182%,,577,,,
BHR^D,Braemar Hotels & Resorts Inc. 8.25% Series D Cumulative Preferred Stock  par value $0.01 per share,$25.2717,-0.7083,-2.726%,,755,,,
BHV,BlackRock Virginia Municipal Bond Trust,$18.60,-0.35,-1.847%,29948548,1744,Finance,Finance/Investors Services,
BHVN,Biohaven Pharmaceutical Holding Company Ltd. Common Shares,$116.74,-1.83,-1.543%,8232918176,591757,Health Care,Biotechnology: Pharmaceutical Preparations,
BIF,Boulder Growth & Income Fund Inc.,$14.16,0.24,1.724%,1380511160,64418,Finance,Investment Managers,
BIG,Big Lots Inc. Common Stock,$36.93,4.94,15.442%,1127852171,9232217,Consumer Services,Department/Specialty Retail Stores,
BIO,Bio-Rad Laboratories Inc. Class A Common Stock,$548.74,7.68,1.419%,16425125479,206222,Capital Goods,Biotechnology: Laboratory Analytical Instruments,
BIO/B,Bio-Rad Laboratories Inc.,$559.65,0,0.00%,,52,,,
BJ,BJ's Wholesale Club Holdings Inc. Common Stock,$63.46,0.04,0.063%,8590836134,1538937,Consumer Services,Department/Specialty Retail Stores,
BK,The Bank of New York Mellon Corporation Common Stock,$50.55,0.02,0.04%,40799220129,5743707,Finance,Investment Managers,
BKD,Brookdale Senior Living Inc. Common Stock,$6.94,0.04,0.58%,1287929010,1416334,Health Care,Hospital/Nursing Management,
BKE,Buckle Inc. (The) Common Stock,$36.10,0.33,0.923%,1797180054,720873,Consumer Services,Clothing/Shoe/Accessory Stores,
BKH,Black Hills Corporation Common Stock,$72.46,1.29,1.813%,4690968014,367707,Public Utilities,Electric Utilities: Central,
BKKT,Bakkt Holdings Inc. Class A Common Stock,$4.96,0.37,8.061%,283534844,3391399,Technology,Computer Software: Prepackaged Software,
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),$15.04,0.02,0.133%,258956238,36551,Finance,Trusts Except Educational Religious and Charitable,
BKT,BlackRock Income Trust Inc. (The),$4.99,-0.03,-0.598%,318925042,816409,Finance,Trusts Except Educational Religious and Charitable,
BKU,BankUnited Inc. Common Stock,$42.05,-0.11,-0.261%,3560560875,614354,Finance,Savings Institutions,
BLD,TopBuild Corp. Common Stock,$217.28,11.18,5.425%,7154418757,168084,Capital Goods,Engineering & Construction,
BLDR,Builders FirstSource Inc. Common Stock,$73.36,3.35,4.785%,12968033608,2493160,Consumer Services,RETAIL: Building Materials,
BLE,BlackRock Municipal Income Trust II,$12.345,-0.125,-1.002%,600819027,221851,Finance,Finance/Investors Services,
BLK,BlackRock Inc. Common Stock,$707.67,10.14,1.454%,107595845916,639431,Finance,Investment Bankers/Brokers/Service,
BLL,Ball Corporation Common Stock,$90.75,2.31,2.612%,29175738133,1440639,Consumer Durables,Containers/Packaging,
BLW,Blackrock Limited Duration Income Trust,$13.75,0.1,0.733%,491029729,76536,Finance,Trusts Except Educational Religious and Charitable,
BME,Blackrock Health Sciences Trust,$42.15,0.58,1.395%,549942388,38841,Finance,Trusts Except Educational Religious and Charitable,
BMI,Badger Meter Inc. Common Stock,$94.98,1.17,1.247%,2778112571,92519,Capital Goods,Industrial Machinery/Components,
BML^G,Bank of America Corporation Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a share of Floating Rate Non-Cumulative Preferred Stock  Series 1),$19.62,0.275,1.422%,,27208,,,
BML^H,Bank of America Corporation Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series 2),$19.66,0.34,1.76%,,12824,,,
BML^J,Bank of America Corporation Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series 4),$21.32,0.04,0.188%,,69052,,,
BML^L,Bank of America Corporation Bank of America Corporation Depositary Shares (Each representing a 1/1200th Interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series 5),$21.40,0.04,0.187%,,22947,,,
BMY,Bristol-Myers Squibb Company Common Stock,$69.75,0.51,0.737%,152034969195,15976554,Health Care,Biotechnology: Pharmaceutical Preparations,
BNED,Barnes & Noble Education Inc Common Stock,$4.10,0.45,12.329%,213388399,766770,Consumer Services,Other Specialty Stores,
BNL,Broadstone Net Lease Inc. Common Stock,$20.88,0.01,0.048%,3412733563,469416,Consumer Services,Real Estate Investment Trusts,
BNY,BlackRock New York Municipal Income Trust,$12.04,0.0102,0.085%,296357159,64440,Finance,Trusts Except Educational Religious and Charitable,
BOAC,Bluescape Opportunities Acquisition Corp. Class A Ordinary Shares,$9.87,0.03,0.305%,749503125,316414,Finance,Business Services,
BOC,Boston Omaha Corporation Class A Common Stock,$27.24,0.99,3.771%,807652707,58632,Technology,Advertising,
BODY,The Beachbody Company Inc. Class A Common Stock,$1.97,0.02,1.026%,611186736,738840,Capital Goods,Industrial Machinery/Components,
BOE,Blackrock Enhanced Global Dividend Trust Common Shares of Beneficial Interest,$10.70,0.23,2.197%,685070881,225627,Finance,Trusts Except Educational Religious and Charitable,
BOH,Bank of Hawaii Corporation Common Stock,$83.73,0.17,0.203%,3373283176,115358,Finance,Major Banks,
BOH^A,Bank of Hawaii Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.375% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,$22.30,0.11,0.496%,,16337,,,
BOOT,Boot Barn Holdings Inc. Common Stock,$89.26,2.89,3.346%,2648355090,340601,Consumer Services,Clothing/Shoe/Accessory Stores,
BOX,Box Inc. Class A Common Stock,$25.61,0.39,1.546%,3797950630,1431113,Technology,Computer Software: Prepackaged Software,
BPMP,BP Midstream Partners LP Common Units representing Limited Partner Interests,$16.07,0.11,0.689%,1684048258,599024,Energy,Oil & Gas Production,
BPT,BP Prudhoe Bay Royalty Trust Common Stock,$9.06,-1.21,-11.782%,193884000,1107004,Energy,Integrated oil Companies,
BR,Broadridge Financial Solutions Inc. Common Stock,$146.28,2.97,2.072%,17081491978,392367,Miscellaneous,Business Services,
BRBR,BellRing Brands Inc. Common Stock ,$25.07,0.02,0.08%,974918425,10989786,Consumer Non-Durables,Beverages (Production/Distribution),
BRC,Brady Corporation Common Stock,$43.68,1.01,2.367%,2254088622,289381,Miscellaneous,Diversified Manufacture,
BRK/A,Berkshire Hathaway Inc.,$498160.00,4375,0.886%,,2613,,,
BRK/B,Berkshire Hathaway Inc.,$332.55,2.57,0.779%,,6928815,,,
BRMK,Broadmark Realty Capital Inc. Common Stock,$8.21,0.06,0.736%,1090165523,939433,Consumer Services,Real Estate Investment Trusts,
BRO,Brown & Brown Inc. Common Stock,$65.98,2.42,3.807%,18620586212,2258056,Finance,Specialty Insurers,
BRT,BRT Apartments Corp. (MD) Common Stock,$22.96,-0.19,-0.821%,418706986,39473,Consumer Services,Real Estate Investment Trusts,
BRW,Saba Capital Income & Opportunities Fund SBI,$4.29,0.04,0.941%,364903050,108129,Finance,Trusts Except Educational Religious and Charitable,
BSL,Blackstone Senior Floating Rate Term Fund Common Shares of Beneficial Interest,$14.44,0.02,0.139%,195462511,49013,Finance,Trusts Except Educational Religious and Charitable,
BSM,Black Stone Minerals L.P. Common units representing limited partner interests,$11.59,-0.22,-1.863%,2423678559,941429,Energy,Oil & Gas Production,
BST,BlackRock Science and Technology Trust Common Shares of Beneficial Interest,$40.46,0.62,1.556%,1298093191,117779,Finance,Finance Companies,
BSX,Boston Scientific Corporation Common Stock,$42.66,0.76,1.814%,60864076214,6925941,Health Care,Medical/Dental Instruments,
BSX^A,Boston Scientific Corporation 5.50% Mandatory Convertible Preferred Stock Series A,$113.38,1.39,1.241%,,20723,,,
BTA,BlackRock Long-Term Municipal Advantage Trust BlackRock Long-Term Municipal Advantage Trust Common Shares of Beneficial Interest,$11.84,0.12,1.024%,159041487,38090,Finance,Trusts Except Educational Religious and Charitable,
BTO,John Hancock Financial Opportunities Fund Common Stock,$43.56,1.27,3.003%,828263692,21621,Finance,Investment Managers,
BTT,BlackRock Municipal 2030 Target Term Trust,$24.51,0.08,0.327%,1728091545,69062,Finance,Investment Managers,
BTU,Peabody Energy Corporation Common Stock ,$21.12,1.26,6.344%,2821782712,12429339,Energy,Coal Mining,
BTZ,BlackRock Credit Allocation Income Trust,$12.05,0.01,0.083%,1126760591,327236,Finance,Finance Companies,
BUI,BlackRock Utility Infrastructure & Power Opportunities Trust,$24.00,0.4,1.695%,528621792,21505,Finance,Trusts Except Educational Religious and Charitable,
BV,BrightView Holdings Inc. Common Stock,$13.48,0.23,1.736%,1338564000,197048,Miscellaneous,Business Services,
BVH,Bluegreen Vacations Holding Corporation Class A Common Stock,$31.06,0.42,1.371%,666525175,68533,Consumer Services,Hotels/Resorts,
BW,Babcock & Wilcox Enterprises Inc. Common Stock,$8.65,0.86,11.04%,746789809,1073105,Technology,Industrial Machinery/Components,
BW^A,Babcock & Wilcox Enterprises Inc. 7.75% Series A Cumulative Perpetual Preferred Stock,$24.91,0.6821,2.815%,,6657,,,
BWA,BorgWarner Inc. Common Stock,$36.52,0.21,0.578%,8763758048,1559326,Capital Goods,Auto Parts:O.E.M.,
BWG,BrandywineGLOBAL Global Income Opportunities Fund Inc.,$9.72,-0.22,-2.213%,163216646,249524,Finance,Finance/Investors Services,
BWNB,Babcock & Wilcox Enterprises Inc. 6.50% Senior Notes due 2026,$23.83,-0.032,-0.134%,0,20417,Capital Goods,Building Products,
BWSN,Babcock & Wilcox Enterprises Inc. 8.125% Senior Notes due 2026,$25.80,0.2,0.781%,0,11075,Capital Goods,Building Products,
BWXT,BWX Technologies Inc. Common Stock,$52.95,0.99,1.905%,4839600772,1183234,,,
BX,Blackstone Inc. Common Stock,$109.72,0.96,0.883%,76846494775,4358066,Finance,Investment Managers,
BXC,Bluelinx Holdings Inc. Common Stock,$88.03,6.25,7.642%,856660336,139110,Capital Goods,Wholesale Distributors,
BXMT,Blackstone Mortgage Trust Inc. Common Stock,$31.20,-0.14,-0.447%,5260571815,1474460,Consumer Services,Real Estate Investment Trusts,
BXMX,Nuveen S&P 500 Buy-Write Income Fund Common Shares of Beneficial Interest,$13.05,0.27,2.113%,1358333223,141433,Finance,Investment Managers,
BXP,Boston Properties Inc. Common Stock,$122.66,-0.14,-0.114%,19217912137,673963,Consumer Services,Real Estate Investment Trusts,
BY,Byline Bancorp Inc. Common Stock,$26.81,-0.69,-2.509%,1014215249,141819,Finance,Major Banks,
BYD,Boyd Gaming Corporation Common Stock,$66.02,3.42,5.463%,7262596384,1049144,Consumer Services,Movies/Entertainment,
BYM,Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest,$13.25,-0.01,-0.075%,349943922,33410,Finance,Investment Managers,
BZH,Beazer Homes USA Inc. Common Stock,$16.35,0.6,3.81%,514366226,250269,Capital Goods,Homebuilding,
C,Citigroup Inc. Common Stock,$55.11,0.88,1.623%,109167102122,20738099,Finance,Major Banks,
C^J,Citigroup Inc. Dep Shs Repstg 1/1000 Pfd Ser J Fixed/Fltg,$26.536,0.096,0.363%,,29045,,,
C^K,Citigroup Inc. Dep Shs Repstg 1/1000th Pfd Ser K,$25.87,-0.0599,-0.231%,,117690,,,
C^N,Citigroup Capital XIII 7.875% Fixed rate Floating Rate trust Preferred Securities (TruPS),$26.64,0.0072,0.027%,,67081,,,
CABO,Cable One Inc. Common Stock,$1473.64,-5.61,-0.379%,8929800098,38551,Consumer Services,Telecommunications Equipment,
CACI,CACI International Inc. Class A Common Stock,$299.69,3.45,1.165%,7014421267,215394,Technology,EDP Services,
CADE,Cadence Bank Common Stock,$29.70,0.03,0.101%,5498006946,1318343,Finance,Major Banks,
CADE^A,Cadence Bank 5.50% Series A ,$25.13,0.28,1.127%,,22526,,,
CAF,Morgan Stanley China A Share Fund Inc. Common Stock,$15.45,-0.49,-3.074%,338068634,142138,Finance,Investment Managers,
CAG,ConAgra Brands Inc. Common Stock,$31.83,0.26,0.824%,15268778778,5912096,Consumer Non-Durables,Packaged Foods,
CAH,Cardinal Health Inc. Common Stock,$53.93,1.32,2.509%,14941920871,2442418,Health Care,Other Pharmaceuticals,
CAL,Caleres Inc. Common Stock,$19.73,0.29,1.492%,751514003,736093,Consumer Non-Durables,Shoe Manufacturing,
CALX,Calix Inc Common Stock,$42.20,1.19,2.902%,2719317149,668867,Technology,Computer Software: Prepackaged Software,
CAPL,CrossAmerica Partners LP Common Units representing limited partner interests,$19.14,-0.2,-1.034%,725340082,53482,,,
CAT,Caterpillar Inc. Common Stock,$216.46,1.02,0.473%,115998327519,4363858,Capital Goods,Construction/Ag Equipment/Trucks,
CATO,Cato Corporation (The) Class A Common Stock,$16.60,0.03,0.181%,365613340,57595,,,
CBH,Virtus AllianzGI Convertible & Income 2024 Target Term Fund Common Shares of Beneficial Interest,$9.2401,0.0001,0.001%,168710514,16647,Finance,Trusts Except Educational Religious and Charitable,
CBL,CBL & Associates Properties Inc. Common Stock,$27.74,-0.19,-0.68%,877223823,34520,Consumer Services,Real Estate Investment Trusts,
CBRE,CBRE Group Inc Common Stock Class A,$87.57,0.17,0.195%,29101488243,2664031,Finance,Real Estate,
CBT,Cabot Corporation Common Stock,$69.90,-0.79,-1.118%,3955418089,323539,Basic Industries,Specialty Chemicals,
CBU,Community Bank System Inc. Common Stock,$71.78,-0.73,-1.007%,3866393810,179334,Finance,Major Banks,
CBZ,CBIZ Inc. Common Stock,$40.24,0.71,1.796%,2099548236,181998,Miscellaneous,Business Services,
CC,Chemours Company (The) Common Stock,$27.66,0.09,0.326%,4426106510,2341382,Basic Industries,Major Chemicals,
CCCS,CCC Intelligent Solutions Holdings Inc. Common Stock,$9.96,-0.22,-2.161%,6096923105,1487172,Technology,Computer Software: Prepackaged Software,
CCI,Crown Castle International Corp. (REIT) Common Stock,$172.76,-0.01,-0.006%,74669388768,1855840,Consumer Services,Real Estate Investment Trusts,
CCK,Crown Holdings Inc.,$127.08,2.79,2.245%,15830643055,1178728,Consumer Durables,Containers/Packaging,
CCL,Carnival Corporation Common Stock,$18.04,0.92,5.374%,21131548246,40861277,Consumer Services,Marine Transportation,
CCO,Clear Channel Outdoor Holdings Inc. Common Stock,$3.56,0.06,1.714%,1677997039,1522028,Technology,Advertising,
CCRD,CoreCard Corporation Common Stock,$30.58,0.55,1.832%,264756197,40655,Technology,Retail: Computer Software & Peripheral Equipment,
CCS,Century Communities Inc. Common Stock,$60.94,2.71,4.654%,2057626973,320602,Capital Goods,Homebuilding,
CCZ,Comcast Holdings ZONES,$61.76,-0.68,-1.089%,0,1229,Consumer Services,Television Services,
CDAY,Ceridian HCM Holding Inc. Common Stock,$61.82,2.4,4.039%,9399710847,2398428,Technology,EDP Services,
CDE,Coeur Mining Inc. Common Stock,$4.32,-0.01,-0.231%,1109455328,10138648,Basic Industries,Precious Metals,
CDR,Cedar Realty Trust Inc. Common Stock,$28.31,0.12,0.426%,386065876,421894,Consumer Services,Real Estate Investment Trusts,
CDR^B,Cedar Realty Trust Inc. 7.25% Series B Cumulative Redeemable Preferred Stock,$11.49,-0.66,-5.432%,,19800,,,
CDR^C,Cedar Realty Trust Inc. 6.50% Series C Cumulative Redeemable Preferred Stock,$9.40,-0.115,-1.209%,,51203,,,
CE,Celanese Corporation Celanese Corporation Common Stock,$138.54,-1.27,-0.908%,14966374650,1556316,Basic Industries,Major Chemicals,
CEE,The Central and Eastern Europe Fund Inc. (The) Common Stock,$7.43,-0.28,-3.632%,46788196,136880,Finance,Finance Companies,
